date,experiment,round,assay,plate,condition,control,strain,row,col,trait,phenotype
20200227,sqst,1,a,1,water,None,N2,A,1,median.TOF,-14.851190476190705
20200227,sqst,1,a,1,water,None,ECA2517,A,10,median.TOF,35.148809523810584
20200227,sqst,1,a,1,water,None,ECA2518,A,11,median.TOF,-22.85119047619015
20200227,sqst,1,a,1,water,None,ECA2518,A,12,median.TOF,11.148809523808833
20200227,sqst,1,a,1,water,None,N2,A,2,median.TOF,8.148809523811666
20200227,sqst,1,a,1,water,None,CB4856,A,3,median.TOF,-27.85119047619051
20200227,sqst,1,a,1,water,None,CB4856,A,4,median.TOF,-20.35119047619051
20200227,sqst,1,a,1,water,None,ECA838,A,5,median.TOF,9.648809523809492
20200227,sqst,1,a,1,water,None,ECA838,A,6,median.TOF,32.14880952380949
20200227,sqst,1,a,1,water,None,ECA859,A,7,median.TOF,-6.351190476190508
20200227,sqst,1,a,1,water,None,ECA859,A,8,median.TOF,1.6488095238094915
20200227,sqst,1,a,1,water,None,ECA2517,A,9,median.TOF,-11.351190476190508
20200227,sqst,1,a,1,water,None,N2,B,1,median.TOF,16.14880952380949
20200227,sqst,1,a,1,water,None,ECA2517,B,10,median.TOF,2.1488095238094918
20200227,sqst,1,a,1,water,None,ECA2518,B,12,median.TOF,10.648809523809492
20200227,sqst,1,a,1,water,None,N2,B,2,median.TOF,12.148809523809492
20200227,sqst,1,a,1,water,None,CB4856,B,3,median.TOF,-32.85119047619051
20200227,sqst,1,a,1,water,None,CB4856,B,4,median.TOF,-33.85119047619051
20200227,sqst,1,a,1,water,None,ECA838,B,5,median.TOF,30.14880952380949
20200227,sqst,1,a,1,water,None,ECA838,B,6,median.TOF,19.14880952380949
20200227,sqst,1,a,1,water,None,ECA859,B,7,median.TOF,26.64880952380949
20200227,sqst,1,a,1,water,None,ECA859,B,8,median.TOF,9.648809523809492
20200227,sqst,1,a,1,water,None,ECA2517,B,9,median.TOF,15.148809523809492
20200227,sqst,1,a,1,water,None,N2,C,1,median.TOF,7.648809523809492
20200227,sqst,1,a,1,water,None,ECA2517,C,10,median.TOF,20.14880952380949
20200227,sqst,1,a,1,water,None,ECA2518,C,11,median.TOF,10.648809523809492
20200227,sqst,1,a,1,water,None,ECA2518,C,12,median.TOF,15.148809523809492
20200227,sqst,1,a,1,water,None,N2,C,2,median.TOF,-11.851190476190508
20200227,sqst,1,a,1,water,None,CB4856,C,3,median.TOF,-29.85119047619051
20200227,sqst,1,a,1,water,None,CB4856,C,4,median.TOF,-4.851190476190508
20200227,sqst,1,a,1,water,None,ECA838,C,5,median.TOF,48.64880952380949
20200227,sqst,1,a,1,water,None,ECA838,C,6,median.TOF,-1.3511904761905085
20200227,sqst,1,a,1,water,None,ECA859,C,7,median.TOF,0.14880952380949153
20200227,sqst,1,a,1,water,None,ECA859,C,8,median.TOF,-50.35119047619051
20200227,sqst,1,a,1,water,None,ECA2517,C,9,median.TOF,16.14880952380949
20200227,sqst,1,a,1,water,None,N2,D,1,median.TOF,34.14880952380949
20200227,sqst,1,a,1,water,None,ECA2517,D,10,median.TOF,27.14880952380949
20200227,sqst,1,a,1,water,None,ECA2518,D,11,median.TOF,27.14880952380949
20200227,sqst,1,a,1,water,None,ECA2518,D,12,median.TOF,0.6488095238094915
20200227,sqst,1,a,1,water,None,N2,D,2,median.TOF,-19.85119047619051
20200227,sqst,1,a,1,water,None,CB4856,D,3,median.TOF,-35.35119047619051
20200227,sqst,1,a,1,water,None,CB4856,D,4,median.TOF,-14.851190476190705
20200227,sqst,1,a,1,water,None,ECA838,D,5,median.TOF,27.64880952380949
20200227,sqst,1,a,1,water,None,ECA838,D,6,median.TOF,50.14880952380949
20200227,sqst,1,a,1,water,None,ECA859,D,7,median.TOF,-10.851190476190508
20200227,sqst,1,a,1,water,None,ECA859,D,8,median.TOF,-23.85119047619051
20200227,sqst,1,a,1,water,None,ECA2517,D,9,median.TOF,30.14880952380949
20200227,sqst,1,a,1,water,None,ECA2517,E,10,median.TOF,33.14880952380949
20200227,sqst,1,a,1,water,None,ECA2518,E,11,median.TOF,24.14880952380949
20200227,sqst,1,a,1,water,None,ECA2518,E,12,median.TOF,28.14880952380949
20200227,sqst,1,a,1,water,None,N2,E,2,median.TOF,-7.851190476190508
20200227,sqst,1,a,1,water,None,CB4856,E,3,median.TOF,-24.85119047619051
20200227,sqst,1,a,1,water,None,CB4856,E,4,median.TOF,-2.8511904761905082
20200227,sqst,1,a,1,water,None,ECA838,E,5,median.TOF,31.64880952380949
